Gender,Gender Code,Single-Year Ages Code,Cause of death,Race,Place of Death,Deaths
Female,F,36,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Inpatient,1
Female,F,36,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,36,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,1
Female,F,36,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,36,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,37,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,37,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,37,Intentional self-harm by handgun discharge,White,Other,1
Female,F,37,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,1
Female,F,37,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Medical Facility - Dead on Arrival,1
Female,F,37,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,37,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,1
Female,F,37,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,37,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Female,F,38,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,38,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,38,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,38,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,1
Female,F,38,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,39,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,1
Female,F,39,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,1
Female,F,39,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,39,Intentional self-harm by other and unspecified firearm discharge,White,Hospice facility,1
Female,F,40,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,40,Intentional self-harm by handgun discharge,White,Other,1
Female,F,40,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,40,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,1
Female,F,40,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,1
Female,F,40,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,40,Intentional self-harm by other and unspecified firearm discharge,White,Hospice facility,1
Female,F,41,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,41,Intentional self-harm by handgun discharge,Black or African American,Other,1
Female,F,41,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,41,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,41,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,41,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,1
Female,F,41,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,42,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,42,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,42,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,42,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,42,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,1
Female,F,42,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,42,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,43,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Inpatient,1
Female,F,43,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,43,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,43,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,43,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,43,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Female,F,44,Intentional self-harm by handgun discharge,Black or African American,Other,1
Female,F,44,Intentional self-harm by handgun discharge,White,Medical Facility - Dead on Arrival,1
Female,F,44,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,44,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,1
Female,F,45,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,45,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,46,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,46,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,46,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,47,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,47,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,1
Female,F,47,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,47,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,1
Female,F,47,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Female,F,49,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,49,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,49,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Decedent's home,1
Female,F,49,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,1
Female,F,49,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,50,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,50,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,50,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,1
Female,F,51,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Inpatient,1
Female,F,51,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,51,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,51,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,51,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,1
Female,F,52,Intentional self-harm by handgun discharge,Black or African American,Other,1
Female,F,52,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,52,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,52,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,53,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,1
Female,F,53,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,1
Female,F,53,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,53,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,53,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,1
Female,F,54,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,54,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,54,Intentional self-harm by handgun discharge,White,Medical Facility - Dead on Arrival,1
Female,F,54,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,1
Female,F,55,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,55,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,55,Intentional self-harm by handgun discharge,White,Medical Facility - Dead on Arrival,1
Female,F,55,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,56,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,56,Intentional self-harm by handgun discharge,Black or African American,Other,1
Female,F,56,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,56,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,1
Female,F,56,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,1
Female,F,56,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Female,F,57,Intentional self-harm by handgun discharge,White,Hospice facility,1
Female,F,57,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,58,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,58,Intentional self-harm by handgun discharge,Black or African American,Other,1
Female,F,59,Intentional self-harm by handgun discharge,White,Medical Facility - Dead on Arrival,1
Female,F,59,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,59,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,60,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Medical Facility - Outpatient or ER,1
Female,F,60,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,60,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,1
Female,F,60,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,60,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,1
Female,F,61,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,61,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,61,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,61,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,61,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,61,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Female,F,62,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,62,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,62,Intentional self-harm by handgun discharge,White,Other,1
Female,F,62,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,1
Female,F,62,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,62,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,63,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,63,Intentional self-harm by handgun discharge,White,Medical Facility - Dead on Arrival,1
Female,F,63,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,63,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,63,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,1
Female,F,63,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,63,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Female,F,63,Intentional self-harm by other and unspecified firearm discharge,White,Hospice facility,1
Female,F,63,Intentional self-harm by other and unspecified firearm discharge,White,Other,1
Female,F,64,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Medical Facility - Outpatient or ER,1
Female,F,64,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,64,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,1
Female,F,64,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,65,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,65,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,1
Female,F,66,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,66,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,66,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,66,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,66,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,1
Female,F,66,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,67,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,1
Female,F,67,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,1
Female,F,68,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,68,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Female,F,69,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,69,Intentional self-harm by handgun discharge,White,Other,1
Female,F,69,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,69,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,69,Intentional self-harm by other and unspecified firearm discharge,White,Other,1
Female,F,70,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,70,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,71,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,71,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,71,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,71,Intentional self-harm by other and unspecified firearm discharge,White,Other,1
Female,F,72,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,72,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,72,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,72,Intentional self-harm by other and unspecified firearm discharge,White,Other,1
Female,F,73,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,73,Intentional self-harm by handgun discharge,White,Other,1
Female,F,73,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,73,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,1
Female,F,74,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Female,F,74,Intentional self-harm by other and unspecified firearm discharge,White,Other,1
Female,F,75,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,76,Intentional self-harm by handgun discharge,White,Other,1
Female,F,76,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,76,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Female,F,76,Intentional self-harm by other and unspecified firearm discharge,White,Hospice facility,1
Female,F,77,Intentional self-harm by handgun discharge,White,Other,1
Female,F,78,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,78,Intentional self-harm by other and unspecified firearm discharge,White,Hospice facility,1
Female,F,79,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,79,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,79,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,1
Female,F,79,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Female,F,80,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,1
Female,F,81,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,81,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,81,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,1
Female,F,83,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,83,Intentional self-harm by handgun discharge,White,Other,1
Female,F,84,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,84,Intentional self-harm by handgun discharge,White,Decedent's home,1
Female,F,84,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,84,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Female,F,84,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,1
Female,F,86,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,1
Female,F,87,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,87,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,1
Female,F,87,Intentional self-harm by other and unspecified firearm discharge,White,Other,1
Female,F,88,Intentional self-harm by handgun discharge,White,Other,1
Female,F,88,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,90,Intentional self-harm by handgun discharge,White,Decedent's home,1
Female,F,90,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,1
Female,F,92,Intentional self-harm by handgun discharge,White,Decedent's home,1
Female,F,93,Intentional self-harm by handgun discharge,White,Decedent's home,1
Female,F,96,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,97,Intentional self-harm by handgun discharge,White,Decedent's home,1
Female,F,97,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Male,M,10,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Male,M,10,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Male,M,10,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,1
Male,M,10,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Male,M,11,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Male,M,11,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Male,M,11,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,1
Male,M,11,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Male,M,11,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,1
Male,M,11,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,1
Male,M,11,Intentional self-harm by other and unspecified firearm discharge,White,Other,1
Male,M,12,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,12,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Male,M,12,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Male,M,12,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Male,M,12,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Male,M,12,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,1
Male,M,13,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Medical Facility - Outpatient or ER,1
Male,M,13,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,1
Male,M,13,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Decedent's home,1
Male,M,13,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Other,1
Male,M,13,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Male,M,13,Intentional self-harm by other and unspecified firearm discharge,White,Other,1
Male,M,14,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Male,M,14,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Decedent's home,1
Male,M,14,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Other,1
Male,M,14,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Inpatient,1
Male,M,14,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,14,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,1
Male,M,14,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Male,M,15,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Medical Facility - Outpatient or ER,1
Male,M,15,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,15,Intentional self-harm by handgun discharge,White,Medical Facility - Dead on Arrival,1
Male,M,15,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Outpatient or ER,1
Male,M,16,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,1
Male,M,16,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Inpatient,1
Male,M,16,Intentional self-harm by handgun discharge,Black or African American,Other,1
Male,M,16,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Outpatient or ER,1
Male,M,16,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,1
Male,M,16,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Inpatient,1
Male,M,16,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,16,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,1
Male,M,16,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Male,M,17,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,1
Male,M,17,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,1
Male,M,17,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Male,M,17,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Decedent's home,1
Male,M,17,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Other,1
Male,M,17,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Other,1
Male,M,17,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Inpatient,1
Male,M,17,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Medical Facility - Inpatient,1
Male,M,17,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Medical Facility - Outpatient or ER,1
Male,M,17,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Male,M,18,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,18,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,1
Male,M,18,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Medical Facility - Outpatient or ER,1
Male,M,18,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Decedent's home,1
Male,M,18,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Other,1
Male,M,18,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Outpatient or ER,1
Male,M,18,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Inpatient,1
Male,M,18,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,1
Male,M,18,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Male,M,19,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Medical Facility - Outpatient or ER,1
Male,M,19,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Medical Facility - Outpatient or ER,1
Male,M,19,Intentional self-harm by handgun discharge,White,Hospice facility,1
Male,M,19,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,1
Male,M,19,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Other,1
Male,M,19,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Outpatient or ER,1
Male,M,19,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Other,1
Male,M,19,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Inpatient,1
Male,M,19,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,19,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,1
Male,M,19,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,1
Male,M,20,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Medical Facility - Outpatient or ER,1
Male,M,20,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Other,1
Male,M,20,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Medical Facility - Outpatient or ER,1
Male,M,20,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,20,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,1
Male,M,20,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Inpatient,1
Male,M,20,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Medical Facility - Inpatient,1
Male,M,20,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Other,1
Male,M,20,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Other,1
Male,M,20,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Inpatient,1
Male,M,20,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Other,1
Male,M,20,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Dead on Arrival,1
Male,M,21,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Medical Facility - Inpatient,1
Male,M,21,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,21,Intentional self-harm by handgun discharge,White,Medical Facility - Dead on Arrival,1
Male,M,21,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Medical Facility - Outpatient or ER,1
Male,M,21,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Decedent's home,1
Male,M,21,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Medical Facility - Inpatient,1
Male,M,21,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Dead on Arrival,1
Male,M,21,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Medical Facility - Inpatient,1
Male,M,21,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Nursing home/long term care,1
Male,M,22,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Medical Facility - Inpatient,1
Male,M,22,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Medical Facility - Outpatient or ER,1
Male,M,22,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Other,1
Male,M,22,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Medical Facility - Outpatient or ER,1
Male,M,22,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,1
Male,M,22,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Dead on Arrival,1
Male,M,22,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Decedent's home,1
Male,M,22,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Other,1
