Gender,Gender Code,Single-Year Ages,Single-Year Ages Code,Cause of death,Cause of death Code,Race,Race Code,Place of Death,Place of Death Code,Deaths,Population,Crude Rate
Male,M,65 years,65,Intentional self-harm by handgun discharge,X72,Asian or Pacific Islander,A-PI,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,65 years,65,Intentional self-harm by handgun discharge,X72,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,65 years,65,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,65 years,65,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,65 years,65,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,65 years,65,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,65 years,65,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,65 years,65,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Nursing home/long term care,6,1,Not Applicable,Not Applicable
Male,M,66 years,66,Intentional self-harm by handgun discharge,X72,Asian or Pacific Islander,A-PI,Other,7,1,Not Applicable,Not Applicable
Male,M,66 years,66,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,66 years,66,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,66 years,66,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,66 years,66,Intentional self-harm by other and unspecified firearm discharge,X74,American Indian or Alaska Native,1002-5,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,66 years,66,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,66 years,66,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,66 years,66,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,67 years,67,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,67 years,67,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,68 years,68,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,68 years,68,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,68 years,68,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,68 years,68,Intentional self-harm by other and unspecified firearm discharge,X74,American Indian or Alaska Native,1002-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,68 years,68,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,68 years,68,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Nursing home/long term care,6,1,Not Applicable,Not Applicable
Male,M,68 years,68,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,68 years,68,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,69 years,69,Intentional self-harm by handgun discharge,X72,American Indian or Alaska Native,1002-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,69 years,69,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,69 years,69,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,69 years,69,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,69 years,69,Intentional self-harm by handgun discharge,X72,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,69 years,69,Intentional self-harm by other and unspecified firearm discharge,X74,American Indian or Alaska Native,1002-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,69 years,69,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,69 years,69,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,70 years,70,Intentional self-harm by handgun discharge,X72,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,70 years,70,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,70 years,70,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,70 years,70,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,70 years,70,Intentional self-harm by handgun discharge,X72,White,2106-3,Nursing home/long term care,6,1,Not Applicable,Not Applicable
Male,M,70 years,70,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Asian or Pacific Islander,A-PI,Other,7,1,Not Applicable,Not Applicable
Male,M,70 years,70,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,70 years,70,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,70 years,70,Intentional self-harm by other and unspecified firearm discharge,X74,American Indian or Alaska Native,1002-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,70 years,70,Intentional self-harm by other and unspecified firearm discharge,X74,American Indian or Alaska Native,1002-5,Other,7,1,Not Applicable,Not Applicable
Male,M,70 years,70,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,70 years,70,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,70 years,70,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,70 years,70,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,71 years,71,Intentional self-harm by handgun discharge,X72,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,71 years,71,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,71 years,71,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,71 years,71,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,71 years,71,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,71 years,71,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,71 years,71,Intentional self-harm by other and unspecified firearm discharge,X74,American Indian or Alaska Native,1002-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,71 years,71,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Other,7,1,Not Applicable,Not Applicable
Male,M,71 years,71,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,71 years,71,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Nursing home/long term care,6,1,Not Applicable,Not Applicable
Male,M,72 years,72,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,72 years,72,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,72 years,72,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,72 years,72,Intentional self-harm by other and unspecified firearm discharge,X74,American Indian or Alaska Native,1002-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,72 years,72,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,72 years,72,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,73 years,73,Intentional self-harm by handgun discharge,X72,American Indian or Alaska Native,1002-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,73 years,73,Intentional self-harm by handgun discharge,X72,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,73 years,73,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,73 years,73,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,73 years,73,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,73 years,73,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,73 years,73,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,74 years,74,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,74 years,74,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,74 years,74,Intentional self-harm by handgun discharge,X72,White,2106-3,Nursing home/long term care,6,1,Not Applicable,Not Applicable
Male,M,74 years,74,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,74 years,74,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,74 years,74,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Other,7,1,Not Applicable,Not Applicable
Male,M,74 years,74,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,74 years,74,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,74 years,74,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,75 years,75,Intentional self-harm by handgun discharge,X72,American Indian or Alaska Native,1002-5,Other,7,1,Not Applicable,Not Applicable
Male,M,75 years,75,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,75 years,75,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,75 years,75,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,75 years,75,Intentional self-harm by other and unspecified firearm discharge,X74,American Indian or Alaska Native,1002-5,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,75 years,75,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,75 years,75,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Other,7,1,Not Applicable,Not Applicable
Male,M,76 years,76,Intentional self-harm by handgun discharge,X72,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,76 years,76,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,76 years,76,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,76 years,76,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,76 years,76,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,76 years,76,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,76 years,76,Intentional self-harm by other and unspecified firearm discharge,X74,American Indian or Alaska Native,1002-5,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,76 years,76,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,76 years,76,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,76 years,76,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,76 years,76,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,76 years,76,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,76 years,76,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,77 years,77,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,77 years,77,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,77 years,77,Intentional self-harm by handgun discharge,X72,White,2106-3,Nursing home/long term care,6,1,Not Applicable,Not Applicable
Male,M,77 years,77,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,American Indian or Alaska Native,1002-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,77 years,77,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,77 years,77,Intentional self-harm by other and unspecified firearm discharge,X74,American Indian or Alaska Native,1002-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,77 years,77,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,77 years,77,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,78 years,78,Intentional self-harm by handgun discharge,X72,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,78 years,78,Intentional self-harm by handgun discharge,X72,White,2106-3,Nursing home/long term care,6,1,Not Applicable,Not Applicable
Male,M,78 years,78,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,78 years,78,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,78 years,78,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,78 years,78,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,79 years,79,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,79 years,79,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,79 years,79,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,79 years,79,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,79 years,79,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,79 years,79,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,80 years,80,Intentional self-harm by handgun discharge,X72,American Indian or Alaska Native,1002-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,80 years,80,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,80 years,80,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,80 years,80,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,80 years,80,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,80 years,80,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,81 years,81,Intentional self-harm by handgun discharge,X72,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,81 years,81,Intentional self-harm by handgun discharge,X72,Asian or Pacific Islander,A-PI,Other,7,1,Not Applicable,Not Applicable
Male,M,81 years,81,Intentional self-harm by handgun discharge,X72,White,2106-3,Nursing home/long term care,6,1,Not Applicable,Not Applicable
Male,M,81 years,81,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,81 years,81,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,81 years,81,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,81 years,81,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,81 years,81,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,81 years,81,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,81 years,81,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,82 years,82,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,82 years,82,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,82 years,82,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,82 years,82,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,82 years,82,Intentional self-harm by other and unspecified firearm discharge,X74,American Indian or Alaska Native,1002-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,82 years,82,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,83 years,83,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,83 years,83,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,84 years,84,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,84 years,84,Intentional self-harm by handgun discharge,X72,White,2106-3,Nursing home/long term care,6,1,Not Applicable,Not Applicable
Male,M,84 years,84,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,84 years,84,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,84 years,84,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,85 years,85,Intentional self-harm by handgun discharge,X72,American Indian or Alaska Native,1002-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,85 years,85,Intentional self-harm by handgun discharge,X72,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,85 years,85,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,85 years,85,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,85 years,85,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,85 years,85,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,86 years,86,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,86 years,86,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,86 years,86,Intentional self-harm by handgun discharge,X72,White,2106-3,Nursing home/long term care,6,1,Not Applicable,Not Applicable
Male,M,86 years,86,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,87 years,87,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,87 years,87,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,88 years,88,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,88 years,88,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,88 years,88,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,88 years,88,Intentional self-harm by other and unspecified firearm discharge,X74,American Indian or Alaska Native,1002-5,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,88 years,88,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,89 years,89,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,89 years,89,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,89 years,89,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,89 years,89,Intentional self-harm by other and unspecified firearm discharge,X74,Asian or Pacific Islander,A-PI,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,89 years,89,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,89 years,89,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,90 years,90,Intentional self-harm by handgun discharge,X72,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,90 years,90,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,90 years,90,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,90 years,90,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Nursing home/long term care,6,1,Not Applicable,Not Applicable
Male,M,90 years,90,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,90 years,90,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,90 years,90,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,90 years,90,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,91 years,91,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,91 years,91,Intentional self-harm by handgun discharge,X72,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,91 years,91,Intentional self-harm by other and unspecified firearm discharge,X74,Black or African American,2054-5,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,92 years,92,Intentional self-harm by handgun discharge,X72,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,92 years,92,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,92 years,92,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,92 years,92,Intentional self-harm by other and unspecified firearm discharge,X74,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,93 years,93,Intentional self-harm by handgun discharge,X72,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,93 years,93,Intentional self-harm by handgun discharge,X72,White,2106-3,Hospice facility,5,1,Not Applicable,Not Applicable
